frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
cause_change,0.330371732247,0.285714285714,VID-067548,"Some birds, such as hens, lay eggs even when not fertilised, though unfertilised eggs do not produce offspring.",fertilised
processing_materials,0.354415901245,0.285714285714,VID-067548,"Some birds, such as hens, lay eggs even when not fertilised, though unfertilised eggs do not produce offspring.",fertilised
none,0.0446748554957,0.214285714286,VID-067548,"Some birds, such as hens, lay eggs even when not fertilised, though unfertilised eggs do not produce offspring.",fertilised
ingredients,0.270537511012,0.214285714286,VID-067548,"Some birds, such as hens, lay eggs even when not fertilised, though unfertilised eggs do not produce offspring.",fertilised
building,0.323538823858,0.333333333333,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
none,0.0374140533862,0.2,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
coming_up_with,0.0,0.0,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
rejuvenation,0.639047122756,0.466666666667,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
activity_resume,0.0949300989037,0.0666666666667,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
cause_to_start,0.0,0.0,VID-074062,"The equipment of the land forces is impressive in terms of numbers, but most of it is nonoperational and scheduled to be scrapped or refurbished and exported to other nations.",refurbished
none,0.0124566121607,0.133333333333,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
progression,0.0894129726239,0.0666666666667,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
travel,0.181095909427,0.2,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
motion_directional,0.626290351537,0.533333333333,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
self_motion,0.0,0.0,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
change_position_on_a_scale,0.39795099567,0.333333333333,VID-249134,"The feature of 'self-similarity', for instance, is easily understood by analogy to zooming in with a lens or other device that zooms in on digital images to uncover finer, previously invisible, new structure.",zooming
cause_change,0.201940054692,0.2,VID-059596,"Cistern water is usually chlorinated, though reverse osmosis systems provide even better quality drinking water.",chlorinated
objective_influence,0.333338773132,0.333333333333,VID-059596,"Cistern water is usually chlorinated, though reverse osmosis systems provide even better quality drinking water.",chlorinated
undergo_change,0.4523347943,0.333333333333,VID-059596,"Cistern water is usually chlorinated, though reverse osmosis systems provide even better quality drinking water.",chlorinated
none,0.0123863778752,0.133333333333,VID-059596,"Cistern water is usually chlorinated, though reverse osmosis systems provide even better quality drinking water.",chlorinated
being_obligated,0.474625721414,0.4,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
text_creation,0.0616365596446,0.0666666666667,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
communication,0.113205092982,0.133333333333,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
commitment,0.151731084231,0.133333333333,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
communicate_categorization,0.0663617120897,0.0666666666667,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
terms_of_agreement,0.629755653048,0.533333333333,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
none,0.00494689615602,0.0666666666667,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
differentiation,0.137656552737,0.2,VID-071233,"The law prohibits sexual harassment and stipulates that whoever assaults or uses criminal force, intending thereby to outrage or knowing it is likely to outrage the modesty of a person, shall be punished with imprisonment for as much as five years and caning.",stipulates
causation,0.0644853869288,0.0666666666667,VID-048875,"He is entombed in St. Emmeram's Basilica at Regensburg, which is now known as Schloss Thurn und Taxis, the palace of the Princes of Thurn und Taxis.",entombed
placing,0.830306573901,0.733333333333,VID-048875,"He is entombed in St. Emmeram's Basilica at Regensburg, which is now known as Schloss Thurn und Taxis, the palace of the Princes of Thurn und Taxis.",entombed
none,0.0661359094821,0.133333333333,VID-048875,"He is entombed in St. Emmeram's Basilica at Regensburg, which is now known as Schloss Thurn und Taxis, the palace of the Princes of Thurn und Taxis.",entombed
cause_motion,0.0390721296877,0.0666666666667,VID-048875,"He is entombed in St. Emmeram's Basilica at Regensburg, which is now known as Schloss Thurn und Taxis, the palace of the Princes of Thurn und Taxis.",entombed
none,0.048433026888,0.2,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
cogitation,0.0619896931508,0.0666666666667,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
people,0.0,0.0,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
regard,0.535088323975,0.4,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
assessing,0.20104249138,0.133333333333,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
categorization,0.110320234979,0.133333333333,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
opinion,0.44449835059,0.333333333333,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
feeling,0.0,0.0,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
judgment,0.165286729962,0.133333333333,VID-238468,"The site of Junnin's actual grave is unknown, and he is traditionally venerated at a memorial Shinto shrine ('misasagi') at Awaji.",venerated
cause_change,0.272618522548,0.2,VID-084830,"On the 767-400ER, the cockpit layout is simplified further with six Rockwell Collins liquid crystal display (LCD) screens, and adapted for similarities with the 777 and the Next Generation 737.",simplified
none,0.140191255551,0.333333333333,VID-084830,"On the 767-400ER, the cockpit layout is simplified further with six Rockwell Collins liquid crystal display (LCD) screens, and adapted for similarities with the 777 and the Next Generation 737.",simplified
explaining_the_facts,0.664961544788,0.533333333333,VID-084830,"On the 767-400ER, the cockpit layout is simplified further with six Rockwell Collins liquid crystal display (LCD) screens, and adapted for similarities with the 777 and the Next Generation 737.",simplified
building,0.0,0.0,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
none,0.0126613421792,0.133333333333,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
cause_to_start,0.0969646625693,0.0666666666667,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
people,0.0390606631461,0.0666666666667,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
coming_up_with,0.395998880392,0.333333333333,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
awareness,0.20794458766,0.2,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
becoming_aware,0.484893771435,0.4,VID-126811,"The historian David Sturdy has cautioned about regarding the 'fyrd' as a precursor to a modern national army composed of all ranks of society, describing it as a 'ridiculous fantasy':The persistent old belief that peasants and small farmers gathered to form a national army or 'fyrd' is a strange delusion dreamt up by antiquarians in the late eighteenth or early nineteenth centuries to justify universal military conscription.",dreamt
closure,0.356535756115,0.333333333333,VID-213310,Lending criteria have been tightened following the passing of Money Laundry Law 80 in 2002 and Banking Law 88 in 2003.,tightened
cause_change,0.0,0.0,VID-213310,Lending criteria have been tightened following the passing of Money Laundry Law 80 in 2002 and Banking Law 88 in 2003.,tightened
none,0.0119386917641,0.133333333333,VID-213310,Lending criteria have been tightened following the passing of Money Laundry Law 80 in 2002 and Banking Law 88 in 2003.,tightened
hindering,0.395306352591,0.333333333333,VID-213310,Lending criteria have been tightened following the passing of Money Laundry Law 80 in 2002 and Banking Law 88 in 2003.,tightened
undergo_change,0.500271873832,0.4,VID-213310,Lending criteria have been tightened following the passing of Money Laundry Law 80 in 2002 and Banking Law 88 in 2003.,tightened
none,0.0125230227741,0.133333333333,VID-001384,"These writings lack the mystical, philosophical elements of alchemy, but do contain the works of Bolus of Mendes (or Pseudo-Democritus), which aligned these recipes with theoretical knowledge of astrology and the classical elements.",aligned
assessing,0.298205248651,0.266666666667,VID-001384,"These writings lack the mystical, philosophical elements of alchemy, but do contain the works of Bolus of Mendes (or Pseudo-Democritus), which aligned these recipes with theoretical knowledge of astrology and the classical elements.",aligned
adjusting,0.400457051962,0.266666666667,VID-001384,"These writings lack the mystical, philosophical elements of alchemy, but do contain the works of Bolus of Mendes (or Pseudo-Democritus), which aligned these recipes with theoretical knowledge of astrology and the classical elements.",aligned
