frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
building,0.0330150417869,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
none,0.0,0.0,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
placing,0.0378646580858,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
activity_resume,0.0378646580858,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
take_place_of,0.741076486928,0.733333333333,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
rejuvenation,0.0707940231733,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
people,0.0378646580858,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
replacing,0.806922228803,0.733333333333,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
causation,0.0,0.0,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
people_by_morality,0.0,0.0,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
cause_to_start,0.0,0.0,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
cause_change,0.0,0.0,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
coming_up_with,0.0378646580858,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
cause_motion,0.0378646580858,0.0666666666667,VID-218960,"The Brooklyn Bridge, completed in 1883, was the first bridge to span the East River, connecting the cities of New York and Brooklyn, and all but replacing the frequent ferry service between them, which did not return until the late 20th century.",replacing
none,0.0,0.0,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
state_continue,0.475757709029,0.466666666667,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
left_to_do,0.381900136184,0.333333333333,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
performers_and_roles,0.0,0.0,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
rest,0.121243169928,0.133333333333,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
undergo_change,0.0,0.0,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
residence,0.0375113340277,0.0666666666667,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
existence,0.373283027578,0.333333333333,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
remainder,0.669781458704,0.666666666667,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
temporary_stay,0.0327069706426,0.0666666666667,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
part_whole,0.0,0.0,VID-230698,"Once the coat has been shed, the remaining vesicle fuses with endosomes and proceeds down the endocytic pathway.",remaining
success_or_failure,0.931750299869,0.933333333333,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
experiencer_obj,0.0321666652156,0.0666666666667,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
thwarting,0.0689748526561,0.0666666666667,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
rotting,0.10586651519,0.133333333333,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
none,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
successful_action,0.0787685035749,0.0666666666667,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
assessing,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
undergo_change,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
preventing_or_letting,0.101141517872,0.133333333333,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
cause_change,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
endeavor_failure,0.62214672474,0.6,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
cogitation,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
damaging,0.0689748526561,0.0666666666667,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
operating_a_system,0.0,0.0,VID-297782,"The album was well received but failed commercially? after a sloppy cross-country tour, they hastily recorded 'Burrito Deluxe'.",failed
none,0.144397010762,0.133333333333,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
categorization,0.221094791305,0.2,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
text_creation,0.0,0.0,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
being_employed,0.0368916625341,0.0666666666667,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
studying,0.0368916625341,0.0666666666667,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
regard,0.154600356449,0.133333333333,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
perception_active,0.0748536542553,0.0666666666667,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
scrutiny,0.184635018765,0.2,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
grasp,0.0368916625341,0.0666666666667,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
assessing,0.137224552787,0.133333333333,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
communication,0.0,0.0,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
communication_manner,0.0,0.0,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
opinion,0.329349342093,0.333333333333,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
cogitation,0.186641534305,0.2,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
criminal_investigation,0.0321666652156,0.0666666666667,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
gizmo,0.0,0.0,VID-290033,"The Goths' relationship with Sweden became an important part of Swedish nationalism, and, until the 19th Century, the Swedes were commonly considered to be the direct descendants of the Goths.",considered
containing,0.0368916625341,0.0666666666667,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
categorization,0.89697449398,0.866666666667,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
aggregate,0.0,0.0,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
people,0.0,0.0,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
none,0.0,0.0,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
simple_name,0.0,0.0,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
arranging,0.0368916625341,0.0666666666667,VID-007389,"The order is thought to have first diverged from other related monocots some 120-130 million years ago (early in the Cretaceous period), although given the difficulty in classifying the families involved, estimates are likely to be uncertain.",classifying
