,output.FrameType,aqs,aqs_initial
abandonment,11053,0.131861711513,0.135030864198
abounding_with,11053,0.611899818042,0.433121019108
absorb_heat,11053,0.194791491443,0.184375
abundance,11053,0.837414308885,0.702956989247
abusing,11053,0.881427324058,0.69614921781
accomplishment,11053,0.698796405986,0.5
accoutrements,11053,0.0231095372072,0.0714285714286
accuracy,11053,1e-08,1e-08
achieving_first,11053,0.172188152014,0.16268861454
active_substance,11053,0.150732172736,0.142857142857
activity_finish,11053,1e-08,1e-08
activity_ongoing,11053,0.707241455284,0.62268846314
activity_pause,11053,1e-08,1e-08
activity_prepare,11053,0.648525758414,0.554232804233
activity_ready_state,11053,1e-08,1e-08
activity_resume,11053,0.466244858953,0.405213270142
activity_start,11053,0.22883595085,0.237288135593
activity_stop,11053,0.599120245455,0.428672316384
actually_occurring_entity,11053,1e-08,1e-08
adding_up,11053,0.0104622159797,0.047619047619
adducing,11053,1e-08,1e-08
adjusting,11053,0.625913197027,0.527960526316
adopt_selection,11053,0.554445670394,0.547272727273
aesthetics,11053,1e-08,1e-08
affirm_or_deny,11053,1e-08,1e-08
age,11053,0.577935656893,0.5
aggregate,11053,0.0996521040452,0.103351955307
aging,11053,0.326423705835,0.285714285714
agree_or_refuse_to_act,11053,0.43783318055,0.368279569892
aiming,11053,0.75091624753,0.642857142857
altered_phase,11053,1e-08,1e-08
alternatives,11053,0.0818478939337,0.141426038501
amalgamation,11053,0.340219924118,0.311268343816
amassing,11053,0.555530265102,0.357142857143
ambient_temperature,11053,1e-08,1e-08
ammunition,11053,0.251898306779,0.214285714286
amounting_to,11053,0.533393269879,0.417911877395
annoyance,11053,1e-08,1e-08
appeal,11053,0.135939765376,0.142857142857
appellations,11053,1e-08,1e-08
apply_heat,11053,0.365009702136,0.366228070175
appointing,11053,0.744804763861,0.552171008684
architectural_part,11053,0.30447061447,0.214285714286
arranging,11053,0.758227395826,0.606527777778
arriving,11053,0.5841517377,0.501041454989
artificiality,11053,1e-08,1e-08
artistic_style,11053,1e-08,1e-08
assemble,11053,0.721465481618,0.679951690821
assessing,11053,0.42043630702,0.339848456501
assistance,11053,0.0721070355383,0.0524344569288
attaching,11053,0.664203066943,0.536935245063
attack,11053,0.369752375719,0.286079182631
attempt,11053,1e-08,1e-08
attempt_means,11053,0.00495235865617,0.047619047619
attempt_suasion,11053,0.32919622732,0.288395400895
attending,11053,1e-08,1e-08
attention,11053,0.371154734646,0.35
attention_getting,11053,1e-08,1e-08
attributed_information,11053,0.0187296319894,0.0571428571429
authority,11053,1e-08,1e-08
avoiding,11053,0.774878123059,0.687753446878
awareness,11053,0.101639747158,0.11301369863
awareness_status,11053,1e-08,1e-08
bail_decision,11053,1e-08,1e-08
be_in_agreement_on_action,11053,0.458295157273,0.355263157895
be_in_agreement_on_assessment,11053,0.275826842827,0.28107020586
be_on_alert,11053,0.415522838834,0.357142857143
be_subset_of,11053,0.0890563937153,0.0714285714286
be_translation_equivalent,11053,1e-08,1e-08
bearing_arms,11053,0.119388235182,0.214285714286
beat_opponent,11053,1e-08,1e-08
becoming,11053,0.828975903193,0.701279133716
becoming_a_member,11053,0.223346549251,0.211964038728
becoming_attached,11053,0.14223560635,0.175879396985
becoming_aware,11053,0.244613062078,0.229404212665
becoming_detached,11053,1e-08,1e-08
becoming_separated,11053,1e-08,1e-08
becoming_silent,11053,1e-08,1e-08
becoming_visible,11053,0.756197517891,0.589285714286
behind_the_scenes,11053,0.160407987918,0.179310344828
being_active,11053,1e-08,1e-08
being_at_risk,11053,0.364205480238,0.340551181102
being_attached,11053,0.556686254347,0.365853658537
being_detached,11053,1e-08,1e-08
being_dry,11053,1e-08,1e-08
being_employed,11053,0.230594616253,0.154545454545
being_in_category,11053,1e-08,1e-08
being_in_control,11053,0.090253379047,0.106896551724
being_in_effect,11053,0.026982742748,0.0488888888889
being_in_operation,11053,1e-08,1e-08
being_incarcerated,11053,1e-08,1e-08
being_located,11053,0.197767252363,0.122580645161
being_named,11053,0.449423101385,0.33873015873
being_necessary,11053,0.228581816017,0.172297297297
being_obligated,11053,0.88153603567,0.826984126984
being_obligatory,11053,1e-08,1e-08
being_operational,11053,0.451405002412,0.357142857143
being_strong,11053,1e-08,1e-08
being_wet,11053,1e-08,1e-08
besieging,11053,0.0196474486899,0.0714285714286
beyond_compare,11053,1e-08,1e-08
biological_mechanisms,11053,0.0690543705853,0.0918367346939
biological_urge,11053,0.0121175891833,0.0326086956522
board_vehicle,11053,1e-08,1e-08
body_decoration,11053,1e-08,1e-08
body_description_holistic,11053,1e-08,1e-08
body_description_part,11053,1e-08,1e-08
body_mark,11053,1e-08,1e-08
body_movement,11053,0.112647268811,0.112189859763
body_parts,11053,0.131240055152,0.179487179487
bond_maturation,11053,1e-08,1e-08
borrowing,11053,0.958205236178,0.857142857143
boundary,11053,1e-08,1e-08
bragging,11053,0.727644604761,0.657894736842
breaking_apart,11053,0.638212623967,0.51724137931
breaking_off,11053,0.174790460829,0.142857142857
breathing,11053,0.863463950516,0.725274725275
bringing,11053,0.67873995874,0.577759219231
building,11053,0.139842305596,0.116401632799
building_subparts,11053,1e-08,1e-08
buildings,11053,0.0669260328436,0.107142857143
bungling,11053,1e-08,1e-08
burying,11053,0.89030402911,0.699029126214
businesses,11053,1e-08,1e-08
calendric_unit,11053,0.0736540266939,0.185393258427
candidness,11053,1e-08,1e-08
capability,11053,0.0100498864969,0.047619047619
capacity,11053,0.0254322378999,0.0625
capital_stock,11053,0.0577934248591,0.142857142857
cardinal_numbers,11053,0.0885504683702,0.047619047619
catastrophe,11053,1e-08,1e-08
categorization,11053,0.485634619396,0.418159519052
causation,11053,0.0934586529823,0.105618796807
cause_change,11053,0.211603075995,0.193063011755
cause_change_of_consistency,11053,0.244462383718,0.285714285714
cause_change_of_phase,11053,0.460274189762,0.357142857143
cause_change_of_position_on_a_scale,11053,0.418326699148,0.361480362538
cause_change_of_strength,11053,0.839203648283,0.723529411765
cause_emotion,11053,0.00786024382866,0.0208333333333
cause_expansion,11053,0.679183063698,0.605177187154
cause_harm,11053,0.143717621631,0.214285714286
cause_impact,11053,0.137807396792,0.114583333333
cause_motion,11053,0.0180343268552,0.0266686466686
cause_temperature_change,11053,1e-08,1e-08
cause_to_amalgamate,11053,0.486013572653,0.485789665211
cause_to_be_dry,11053,1e-08,1e-08
cause_to_be_included,11053,0.627610239954,0.540112266643
cause_to_be_sharp,11053,1e-08,1e-08
cause_to_be_wet,11053,0.598202972169,0.642857142857
cause_to_continue,11053,0.187944035919,0.140211640212
cause_to_end,11053,0.241940765044,0.164444444444
cause_to_experience,11053,0.104388733909,0.214285714286
cause_to_fragment,11053,0.544207748765,0.465714285714
cause_to_land,11053,1e-08,1e-08
cause_to_make_noise,11053,0.367149846826,0.317635658915
cause_to_make_progress,11053,0.586190982062,0.493006993007
cause_to_move_in_place,11053,0.351695230212,0.28431372549
cause_to_perceive,11053,0.344278294973,0.294367260646
cause_to_resume,11053,0.660097895139,0.477443609023
cause_to_start,11053,0.20628045306,0.191229585171
ceasing_to_be,11053,1e-08,1e-08
