,output.FrameType,aqs,aqs_initial
abandonment,3950,0.202658501805,0.21130952381
abounding_with,3950,0.592256358428,0.567583046964
absorb_heat,3950,0.238835509213,0.214285714286
abundance,3950,1.0,1.0
abusing,3950,1.0,1.0
accomplishment,3950,1e-08,1e-08
accoutrements,3950,1e-08,1e-08
accuracy,3950,1e-08,1e-08
achieving_first,3950,0.103060772693,0.0909090909091
active_substance,3950,1e-08,1e-08
activity_finish,3950,1e-08,1e-08
activity_ongoing,3950,0.808163927143,0.770890725436
activity_pause,3950,1e-08,1e-08
activity_prepare,3950,1e-08,1e-08
activity_ready_state,3950,1e-08,1e-08
activity_resume,3950,0.187986527668,0.171428571429
activity_start,3950,0.122872468804,0.144329896907
activity_stop,3950,1e-08,1e-08
actually_occurring_entity,3950,1e-08,1e-08
adding_up,3950,0.148613005467,0.142857142857
adducing,3950,0.0470671602948,0.047619047619
adjusting,3950,0.450048703544,0.443693693694
adopt_selection,3950,0.675638953438,0.625
aesthetics,3950,1e-08,1e-08
affirm_or_deny,3950,1e-08,1e-08
age,3950,1e-08,1e-08
aggregate,3950,0.0569333040284,0.0714285714286
aging,3950,1e-08,1e-08
agree_or_refuse_to_act,3950,0.570273426146,0.571428571429
aiming,3950,0.928947094868,0.928571428571
altered_phase,3950,1e-08,1e-08
alternatives,3950,0.0499505028688,0.047619047619
amalgamation,3950,0.395372387739,0.372558386412
amassing,3950,1e-08,1e-08
ambient_temperature,3950,1e-08,1e-08
ammunition,3950,0.327768829392,0.285714285714
amounting_to,3950,0.66619343969,0.6401179941
annoyance,3950,1e-08,1e-08
appeal,3950,0.373593262903,0.357142857143
appellations,3950,1e-08,1e-08
apply_heat,3950,0.231934623166,0.214285714286
appointing,3950,0.350388092613,0.32183908046
architectural_part,3950,0.878721613975,0.857142857143
arranging,3950,0.413235207316,0.413157894737
arriving,3950,0.782925409199,0.750646318072
artificiality,3950,1e-08,1e-08
artistic_style,3950,1e-08,1e-08
assemble,3950,1e-08,1e-08
assessing,3950,0.377934126432,0.367544390769
assistance,3950,0.230486793462,0.213058419244
attaching,3950,0.621711523181,0.590715109573
attack,3950,0.45219258399,0.452380952381
attempt,3950,0.854363100182,0.850974930362
attempt_means,3950,0.519648585234,0.514285714286
attempt_suasion,3950,0.429198235623,0.428571428571
attending,3950,1e-08,1e-08
attention,3950,1e-08,1e-08
attention_getting,3950,1e-08,1e-08
attributed_information,3950,0.0497265606709,0.0714285714286
authority,3950,1e-08,1e-08
avoiding,3950,0.851235673316,0.785714285714
awareness,3950,0.0495910897212,0.0714285714286
awareness_status,3950,1e-08,1e-08
bail_decision,3950,1e-08,1e-08
be_in_agreement_on_action,3950,0.611449513365,0.642857142857
be_in_agreement_on_assessment,3950,0.507375797417,0.459375
be_on_alert,3950,1e-08,1e-08
be_subset_of,3950,1e-08,1e-08
be_translation_equivalent,3950,1e-08,1e-08
bearing_arms,3950,1e-08,1e-08
beat_opponent,3950,1e-08,1e-08
becoming,3950,0.701190735074,0.666199813259
becoming_a_member,3950,0.278156240889,0.25
becoming_attached,3950,0.5695305514,0.556423611111
becoming_aware,3950,0.601368235318,0.536984126984
becoming_detached,3950,1e-08,1e-08
becoming_separated,3950,1e-08,1e-08
becoming_silent,3950,1e-08,1e-08
becoming_visible,3950,0.836982204348,0.756097560976
behind_the_scenes,3950,1e-08,1e-08
being_active,3950,1e-08,1e-08
being_at_risk,3950,0.654191857898,0.659090909091
being_attached,3950,0.779587231078,0.785714285714
being_detached,3950,1e-08,1e-08
being_dry,3950,1e-08,1e-08
being_employed,3950,0.091270921122,0.0966666666667
being_in_category,3950,1e-08,1e-08
being_in_control,3950,0.347145975826,0.355867850099
being_in_effect,3950,0.040955343744,0.041095890411
being_in_operation,3950,0.774105951307,0.714285714286
being_incarcerated,3950,1e-08,1e-08
being_located,3950,0.24740757241,0.231060606061
being_named,3950,0.191115301896,0.203363914373
being_necessary,3950,0.434463149074,0.390909090909
being_obligated,3950,1e-08,1e-08
being_obligatory,3950,0.54797237777,0.571428571429
being_operational,3950,1e-08,1e-08
being_strong,3950,1e-08,1e-08
being_wet,3950,1e-08,1e-08
besieging,3950,0.842609250003,0.822709163347
beyond_compare,3950,1e-08,1e-08
biological_mechanisms,3950,1e-08,1e-08
biological_urge,3950,1e-08,1e-08
board_vehicle,3950,1e-08,1e-08
body_decoration,3950,1e-08,1e-08
body_description_holistic,3950,1e-08,1e-08
body_description_part,3950,1e-08,1e-08
body_mark,3950,1e-08,1e-08
body_movement,3950,0.0772016136858,0.0977718360071
body_parts,3950,1e-08,1e-08
bond_maturation,3950,1e-08,1e-08
borrowing,3950,1e-08,1e-08
boundary,3950,1e-08,1e-08
bragging,3950,0.671567183511,0.648648648649
breaking_apart,3950,0.148126859397,0.142857142857
breaking_off,3950,0.122677864198,0.142857142857
breathing,3950,0.835389667491,0.767716535433
bringing,3950,0.637410470596,0.638109756098
building,3950,0.267529517008,0.249470332535
building_subparts,3950,1e-08,1e-08
buildings,3950,1e-08,1e-08
bungling,3950,1e-08,1e-08
burying,3950,1e-08,1e-08
businesses,3950,1e-08,1e-08
calendric_unit,3950,1e-08,1e-08
candidness,3950,1e-08,1e-08
capability,3950,1e-08,1e-08
capacity,3950,1e-08,1e-08
capital_stock,3950,1e-08,1e-08
cardinal_numbers,3950,0.0641277621636,0.0714285714286
catastrophe,3950,1e-08,1e-08
categorization,3950,0.17252562498,0.196423021423
causation,3950,0.163673934952,0.173289483221
cause_change,3950,0.298690918144,0.285926217316
cause_change_of_consistency,3950,0.638901169879,0.60243902439
cause_change_of_phase,3950,0.323676779975,0.285714285714
cause_change_of_position_on_a_scale,3950,1e-08,1e-08
cause_change_of_strength,3950,1e-08,1e-08
cause_emotion,3950,1e-08,1e-08
cause_expansion,3950,1e-08,1e-08
cause_harm,3950,1e-08,1e-08
cause_impact,3950,0.220971691509,0.208074534161
cause_motion,3950,0.244521462374,0.219425547997
cause_temperature_change,3950,1e-08,1e-08
cause_to_amalgamate,3950,0.386701448143,0.364008179959
cause_to_be_dry,3950,0.118515502193,0.142857142857
cause_to_be_included,3950,0.621941554486,0.601142317769
cause_to_be_sharp,3950,0.529047213095,0.5
cause_to_be_wet,3950,0.505725176532,0.5
cause_to_continue,3950,0.503505808709,0.475555555556
cause_to_end,3950,1e-08,1e-08
cause_to_experience,3950,1e-08,1e-08
cause_to_fragment,3950,0.362990055134,0.337696335079
cause_to_land,3950,1e-08,1e-08
cause_to_make_noise,3950,0.821426976445,0.785714285714
cause_to_make_progress,3950,1e-08,1e-08
cause_to_move_in_place,3950,0.0911533198827,0.114285714286
cause_to_perceive,3950,0.47465344188,0.454255319149
cause_to_resume,3950,1e-08,1e-08
cause_to_start,3950,0.232331990537,0.229901829673
ceasing_to_be,3950,1e-08,1e-08
certainty,3950,1e-08,1e-08
change_direction,3950,0.810316451677,0.785714285714
change_event_duration,3950,0.184286041522,0.166666666667
change_event_time,3950,0.800686033818,0.785714285714
change_of_consistency,3950,0.712789026926,0.677966101695
change_of_leadership,3950,0.0526128866578,0.0416666666667
change_of_phase,3950,1e-08,1e-08
change_of_quantity_of_possession,3950,0.336851370265,0.335535976505
change_of_temperature,3950,1e-08,1e-08
change_operational_state,3950,0.488297229653,0.483253588517
change_position_on_a_scale,3950,0.344510468054,0.330276705277
change_posture,3950,1e-08,1e-08
change_resistance,3950,1e-08,1e-08
change_tool,3950,0.0870045850855,0.108126721763
chaos,3950,1e-08,1e-08
chatting,3950,0.642667454058,0.62552742616
chemical-sense_description,3950,0.48831258436,0.461538461538
choosing,3950,0.762231752306,0.681818181818
circumscribed_existence,3950,0.291507355142,0.257142857143
claim_ownership,3950,1e-08,1e-08
clarity_of_resolution,3950,1e-08,1e-08
clemency,3950,1e-08,1e-08
closure,3950,1e-08,1e-08
clothing,3950,1e-08,1e-08
clothing_parts,3950,1e-08,1e-08
cogitation,3950,0.300669261506,0.303967818202
coincidence,3950,1e-08,1e-08
collaboration,3950,1e-08,1e-08
colonization,3950,1e-08,1e-08
color,3950,1e-08,1e-08
color_qualities,3950,1e-08,1e-08
come_down_with,3950,1e-08,1e-08
come_into_effect,3950,1e-08,1e-08
come_together,3950,0.0876711575845,0.0942028985507
coming_to_be,3950,0.692463261625,0.68375568551
coming_to_believe,3950,0.370154174234,0.357142857143
coming_up_with,3950,0.341800008349,0.320588104156
commemorative,3950,1e-08,1e-08
commerce_scenario,3950,1e-08,1e-08
commitment,3950,0.138748357031,0.12776854928
committing_crime,3950,0.44352388852,0.428571428571
commonality,3950,1e-08,1e-08
communicate_categorization,3950,0.316230616305,0.327118644068
communication,3950,0.337902112202,0.328405360488
communication_manner,3950,0.297929337896,0.284946236559
communication_means,3950,1e-08,1e-08
communication_noise,3950,0.684922308039,0.642857142857
communication_response,3950,0.616399485001,0.571428571429
commutation,3950,1e-08,1e-08
commutative_process,3950,0.0403406473189,0.0285714285714
commutative_statement,3950,1e-08,1e-08
compatibility,3950,0.120058028066,0.148734177215
competition,3950,1e-08,1e-08
complaining,3950,0.123564198531,0.142857142857
completeness,3950,1e-08,1e-08
compliance,3950,0.0459997314391,0.047619047619
concessive,3950,1e-08,1e-08
condition_symptom_relation,3950,0.161246577147,0.159863945578
conduct,3950,1e-08,1e-08
conferring_benefit,3950,1e-08,1e-08
confronting_problem,3950,1e-08,1e-08
connecting_architecture,3950,1e-08,1e-08
connectors,3950,0.375373407443,0.37294600939
conquering,3950,1e-08,1e-08
contacting,3950,0.0983882666343,0.0877659574468
containers,3950,1e-08,1e-08
containing,3950,0.656503608691,0.609929078014
contingency,3950,0.545814613175,0.489211309524
continued_state_of_affairs,3950,1e-08,1e-08
contrition,3950,0.171821696019,0.142857142857
control,3950,0.76628533543,0.747245179063
controller_object,3950,0.216435425576,0.214285714286
convey_importance,3950,1e-08,1e-08
cooking_creation,3950,0.935280570657,0.928571428571
correctness,3950,0.77906694175,0.714285714286
corroding,3950,1e-08,1e-08
corroding_caused,3950,0.0477661778413,0.0555555555556
cotheme,3950,1e-08,1e-08
court_examination,3950,0.0480350350282,0.0714285714286
craft,3950,0.844333369784,0.785714285714
create_physical_artwork,3950,0.355559960833,0.353323699422
create_representation,3950,0.207912626379,0.214285714286
creating,3950,0.836739253813,0.79417989418
criminal_investigation,3950,0.376930311417,0.363402061856
cure,3950,0.561077890083,0.507009345794
custom,3950,1e-08,1e-08
cutting,3950,0.761122800321,0.747524752475
damaging,3950,0.638386483619,0.642857142857
daring,3950,0.0818910353435,0.0714285714286
death,3950,1e-08,1e-08
deciding,3950,1e-08,1e-08
defending,3950,0.699585393457,0.676217765043
degree,3950,1e-08,1e-08
delimitation_of_diversity,3950,0.631277648331,0.6
delivery,3950,0.7450128999,0.714285714286
deny_or_grant_permission,3950,0.194576238292,0.202807017544
departing,3950,0.566219950223,0.503838951311
deserving,3950,1e-08,1e-08
desirability,3950,1e-08,1e-08
desirable_event,3950,1e-08,1e-08
desiring,3950,0.776072187103,0.722602739726
destiny,3950,1e-08,1e-08
destroying,3950,0.943382968479,0.928571428571
detaching,3950,1e-08,1e-08
detaining,3950,1e-08,1e-08
detonate_explosive,3950,1e-08,1e-08
differentiation,3950,0.560678930196,0.499444890316
difficulty,3950,1e-08,1e-08
dimension,3950,0.421430159619,0.364837398374
direction,3950,1e-08,1e-08
discussion,3950,0.494748540525,0.5
disgraceful_situation,3950,1e-08,1e-08
dispersal,3950,1e-08,1e-08
distinctiveness,3950,0.474351577789,0.428571428571
distributed_position,3950,0.212286650194,0.225961538462
diversity,3950,0.618569880872,0.609801488834
documents,3950,0.152399842249,0.142857142857
dodging,3950,0.381862019748,0.357142857143
domain,3950,1e-08,1e-08
dominate_competitor,3950,0.693399583181,0.662162162162
dominate_situation,3950,0.728935816882,0.699248120301
dough_rising,3950,1e-08,1e-08
dressing,3950,1e-08,1e-08
dunking,3950,1e-08,1e-08
duplication,3950,1e-08,1e-08
duration_description,3950,1e-08,1e-08
duration_relation,3950,1e-08,1e-08
earnings_and_losses,3950,0.175540528278,0.161135371179
eclipse,3950,0.0446087277901,0.0714285714286
economy,3950,1e-08,1e-08
education_teaching,3950,0.415906036861,0.414565826331
electricity,3950,1e-08,1e-08
elusive_goal,3950,1e-08,1e-08
emanating,3950,0.277234805081,0.280726256983
emitting,3950,1e-08,1e-08
emotion_active,3950,0.258342569496,0.236842105263
emotion_directed,3950,0.34560575435,0.336371527778
emotions_by_stimulus,3950,1e-08,1e-08
emotions_of_mental_activity,3950,0.646512496895,0.642857142857
emotions_success_or_failure,3950,1e-08,1e-08
emphasizing,3950,0.632418679616,0.642857142857
employing,3950,0.00952623673426,0.0147058823529
emptying,3950,0.401807925746,0.37037037037
encoding,3950,1e-08,1e-08
encounter,3950,1e-08,1e-08
endangering,3950,0.946603052362,0.928571428571
endeavor_failure,3950,0.769510386805,0.714285714286
enforcing,3950,0.082534647989,0.142857142857
entity,3950,1e-08,1e-08
erasing,3950,1e-08,1e-08
escaping,3950,0.573505881291,0.547619047619
estimated_value,3950,1e-08,1e-08
estimating,3950,1e-08,1e-08
evading,3950,0.484941105785,0.5
evaluative_comparison,3950,1e-08,1e-08
event,3950,0.280993226086,0.270186335404
