,output.FrameType,aqs,aqs_initial
abandonment,11554,0.0271106034032,0.0357142857143
abounding_with,11554,0.284627850678,0.231169871795
absorb_heat,11554,0.197166454423,0.183333333333
abundance,11554,0.772488031221,0.571428571429
abusing,11554,0.947849644572,0.857142857143
accomplishment,11554,0.711681211801,0.539130434783
accoutrements,11554,0.303819664807,0.214285714286
accuracy,11554,1e-08,1e-08
achieving_first,11554,0.147760928473,0.139880952381
active_substance,11554,1e-08,1e-08
activity_finish,11554,0.210222454569,0.261904761905
activity_ongoing,11554,0.599288004601,0.500959383754
activity_pause,11554,0.693637339676,0.714285714286
activity_prepare,11554,0.437602465591,0.329695767196
activity_ready_state,11554,1e-08,1e-08
activity_resume,11554,0.0199442184158,0.0571428571429
activity_start,11554,0.302777714073,0.25
activity_stop,11554,0.256053782273,0.285714285714
actually_occurring_entity,11554,1e-08,1e-08
adding_up,11554,0.0591361116967,0.0952380952381
adducing,11554,1e-08,1e-08
adjusting,11554,0.137582290944,0.210758377425
adopt_selection,11554,0.510557621914,0.470852895149
aesthetics,11554,1e-08,1e-08
affirm_or_deny,11554,0.724360037021,0.60348977136
age,11554,0.738364598276,0.662988734261
aggregate,11554,0.0578863014333,0.144080996885
aging,11554,0.696340684969,0.565325670498
agree_or_refuse_to_act,11554,0.460603235006,0.357142857143
aiming,11554,1e-08,1e-08
altered_phase,11554,1e-08,1e-08
alternatives,11554,0.0774070647579,0.0892857142857
amalgamation,11554,0.453883024012,0.345808383234
amassing,11554,1e-08,1e-08
ambient_temperature,11554,1e-08,1e-08
ammunition,11554,1e-08,1e-08
amounting_to,11554,0.808081978001,0.655620155039
annoyance,11554,1e-08,1e-08
appeal,11554,0.244159425648,0.227011494253
appellations,11554,1e-08,1e-08
apply_heat,11554,0.291382344512,0.349206349206
appointing,11554,0.689425739389,0.541881127451
architectural_part,11554,0.762384558031,0.642857142857
arranging,11554,0.402914924899,0.309270833333
arriving,11554,0.718377492255,0.60429771378
artificiality,11554,1e-08,1e-08
artistic_style,11554,1e-08,1e-08
assemble,11554,0.859072500932,0.684235517569
assessing,11554,0.327986794669,0.259915985216
assistance,11554,0.193182026728,0.160971223022
attaching,11554,0.544527398728,0.430390396015
attack,11554,0.129055795614,0.178107344633
attempt,11554,0.0937614718326,0.102272727273
attempt_means,11554,0.279409403033,0.232142857143
attempt_suasion,11554,0.31588567316,0.250358422939
attending,11554,1e-08,1e-08
