frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
building,0.0,0.0,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
none,0.0267413563411,0.0666666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
labor_product,0.0,0.0,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
coming_up_with,0.041037659475,0.0666666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
text_creation,0.883586941605,0.8,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
people,0.0,0.0,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
spelling_and_pronouncing,0.48118869483,0.466666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
work,0.041037659475,0.0666666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
recording,0.0615310082719,0.0666666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
behind_the_scenes,0.0,0.0,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
create_physical_artwork,0.0817732095216,0.0666666666667,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
statement,0.0,0.0,VID-011772,"Though Derleth never wrote a Pons novel to equal 'The Hound of the Baskervilles', editor Peter Ruber wrote: '...Derleth produced more than a few Solar Pons stories almost as good as Sir Arthur's, and many that had better plot construction.'",wrote
