,output.FrameType,aqs,aqs_initial
abandonment,11074,0.270801403212,0.267239675953
abounding_with,11074,0.525340478019,0.481818181818
absorb_heat,11074,0.135803104469,0.142857142857
abundance,11074,0.803289543621,0.761589403974
abusing,11074,0.897124475763,0.75468164794
accomplishment,11074,0.883042095391,0.853658536585
accoutrements,11074,1e-08,1e-08
accuracy,11074,1e-08,1e-08
achieving_first,11074,0.122343123905,0.113071895425
active_substance,11074,0.0416028331847,0.0714285714286
activity_finish,11074,0.434339116541,0.378205128205
activity_ongoing,11074,0.852631770561,0.786550360276
activity_pause,11074,0.657512017131,0.571428571429
activity_prepare,11074,0.0754819307336,0.0714285714286
activity_ready_state,11074,1e-08,1e-08
activity_resume,11074,0.24167565499,0.212837837838
activity_start,11074,0.25064775152,0.221238938053
activity_stop,11074,0.644937957881,0.573947667804
actually_occurring_entity,11074,1e-08,1e-08
adding_up,11074,1e-08,1e-08
adducing,11074,1e-08,1e-08
adjusting,11074,0.105455842924,0.149509803922
adopt_selection,11074,0.638832797612,0.593663003663
aesthetics,11074,1e-08,1e-08
affirm_or_deny,11074,0.93475920123,0.860424028269
age,11074,0.241142820579,0.214285714286
aggregate,11074,0.0747909139734,0.0774193548387
aging,11074,0.988143713533,0.928571428571
agree_or_refuse_to_act,11074,0.551361793749,0.490277777778
aiming,11074,0.851992420972,0.765410958904
altered_phase,11074,1e-08,1e-08
alternatives,11074,0.0201704923069,0.0402116402116
amalgamation,11074,0.295149856758,0.309531203786
amassing,11074,0.920471492896,0.899425287356
ambient_temperature,11074,1e-08,1e-08
ammunition,11074,0.183135026045,0.175
amounting_to,11074,0.314270702266,0.297148010719
annoyance,11074,1e-08,1e-08
appeal,11074,0.244699852316,0.187074829932
appellations,11074,1e-08,1e-08
apply_heat,11074,0.151856211348,0.166666666667
appointing,11074,0.76070811919,0.649719887955
architectural_part,11074,0.653260274341,0.642857142857
arranging,11074,0.500921148669,0.461141060198
arriving,11074,0.70142438199,0.59620938316
artificiality,11074,1e-08,1e-08
artistic_style,11074,1e-08,1e-08
assemble,11074,0.751032019369,0.681877041088
assessing,11074,0.347885427683,0.290339538875
assistance,11074,0.103626322961,0.111338797814
attaching,11074,0.695371666952,0.640535146159
