frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
none,0.0,0.0,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
state_continue,0.638383145703,0.533333333333,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
left_to_do,0.398165336523,0.333333333333,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
performers_and_roles,0.0,0.0,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
rest,0.0878228560711,0.133333333333,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
undergo_change,0.0116171419857,0.0666666666667,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
residence,0.0,0.0,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
existence,0.58443064181,0.533333333333,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
remainder,0.417320759547,0.4,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
temporary_stay,0.0325609626318,0.0666666666667,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
part_whole,0.0703743231955,0.2,VID-097417,"'Wiesbaden' became a sitting target for most of the British fleet during the next hour, but remained afloat and fired some torpedoes at the passing enemy battleships from long range.",remained
none,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
assessing,0.144748911458,0.266666666667,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
text_creation,0.147148505613,0.266666666667,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
people,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
deny_or_grant_permission,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
causation,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
placing,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
commitment,0.011662195715,0.0666666666667,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
statement,0.829369293086,0.8,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
communication,0.295218860443,0.266666666667,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
arranging,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
preventing_or_letting,0.109188496854,0.133333333333,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
cogitation,0.0326872409195,0.0666666666667,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
cause_motion,0.0,0.0,VID-222876,"Wherefore things ordained by them as necessary to salvation have neither strength nor authority, unless it may be declared that they be taken out of Holy Scripture.'",declared
none,0.0771032662286,0.0666666666667,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
grinding,0.0,0.0,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
undergo_change,0.266573543412,0.333333333333,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
reshaping,0.200307501606,0.266666666667,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
endeavor_failure,0.607996579195,0.6,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
change_position_on_a_scale,0.239824409052,0.2,VID-182400,The extreme southwestern coast of the island includes a large collapsed submarine caldera.,collapsed
none,0.0,0.0,VID-144926,"Writing a century after the death of Saint Columba, the author Adomnan (also known as Eunan), served as the ninth Abbot of Iona until his death in 704 A.D.  James Earle Fraser asserts that Adomnan drew extensively from an existing body of accounts regarding the life of Saint Columba, including a Latin collection entitled 'De uirtutibus sancti Columbae', composed c. 640 A.D.",entitled
appointing,0.151972703956,0.133333333333,VID-144926,"Writing a century after the death of Saint Columba, the author Adomnan (also known as Eunan), served as the ninth Abbot of Iona until his death in 704 A.D.  James Earle Fraser asserts that Adomnan drew extensively from an existing body of accounts regarding the life of Saint Columba, including a Latin collection entitled 'De uirtutibus sancti Columbae', composed c. 640 A.D.",entitled
