,output.FrameType,aqs,aqs_initial
abandonment,11418,0.129982742785,0.130801687764
abounding_with,11418,0.264343021921,0.227513227513
absorb_heat,11418,0.146716170026,0.16796875
abundance,11418,0.899509973731,0.88864628821
abusing,11418,0.804604858453,0.718348170129
accomplishment,11418,0.841109409676,0.832941176471
accoutrements,11418,0.353155614332,0.311688311688
accuracy,11418,1e-08,1e-08
achieving_first,11418,0.380132606495,0.347249190939
active_substance,11418,1e-08,1e-08
activity_finish,11418,0.308762277971,0.3
activity_ongoing,11418,0.837489745526,0.804290505556
activity_pause,11418,1e-08,1e-08
activity_prepare,11418,0.750418219496,0.725274725275
activity_ready_state,11418,1e-08,1e-08
activity_resume,11418,0.362847852616,0.333333333333
activity_start,11418,0.341893447805,0.338308457711
activity_stop,11418,0.631587777901,0.578767123288
actually_occurring_entity,11418,1e-08,1e-08
adding_up,11418,0.105686302175,0.107142857143
adducing,11418,1e-08,1e-08
adjusting,11418,1e-08,1e-08
adopt_selection,11418,0.521409276113,0.482680852529
aesthetics,11418,1e-08,1e-08
affirm_or_deny,11418,0.921193083878,0.892857142857
age,11418,1e-08,1e-08
aggregate,11418,0.0873489872695,0.101937984496
aging,11418,1e-08,1e-08
agree_or_refuse_to_act,11418,0.505950544103,0.50462962963
aiming,11418,0.899612358944,0.891812865497
altered_phase,11418,1e-08,1e-08
alternatives,11418,0.0562153560789,0.0908183632735
amalgamation,11418,0.295314617408,0.296401515152
amassing,11418,0.934109588738,0.935967302452
ambient_temperature,11418,1e-08,1e-08
ammunition,11418,0.345597062383,0.333333333333
amounting_to,11418,0.515292269395,0.479865861838
annoyance,11418,1e-08,1e-08
appeal,11418,0.169233585908,0.150943396226
appellations,11418,1e-08,1e-08
apply_heat,11418,0.40784570989,0.414
appointing,11418,0.835267116192,0.784903381643
architectural_part,11418,0.96261399066,0.923076923077
arranging,11418,0.548964661247,0.518985115414
arriving,11418,0.718988958048,0.642750841751
artificiality,11418,1e-08,1e-08
artistic_style,11418,1e-08,1e-08
assemble,11418,0.683883263714,0.647575757576
assessing,11418,0.320237045024,0.279864308304
assistance,11418,0.0845590157072,0.0909090909091
attaching,11418,0.604812345528,0.560269528451
attack,11418,0.284334177616,0.29620223398
attempt,11418,1e-08,1e-08
attempt_means,11418,1e-08,1e-08
attempt_suasion,11418,0.390537512321,0.362904360056
attending,11418,1e-08,1e-08
attention,11418,0.0210607645756,0.0571428571429
attention_getting,11418,1e-08,1e-08
attributed_information,11418,0.148806643001,0.153846153846
authority,11418,1e-08,1e-08
avoiding,11418,0.875813117561,0.846627971255
awareness,11418,0.101817803854,0.12987012987
awareness_status,11418,0.52110836159,0.571428571429
bail_decision,11418,1e-08,1e-08
be_in_agreement_on_action,11418,0.518504763747,0.5
be_in_agreement_on_assessment,11418,0.378431298228,0.364460565476
be_on_alert,11418,1e-08,1e-08
be_subset_of,11418,0.0438162556063,0.047619047619
be_translation_equivalent,11418,1e-08,1e-08
bearing_arms,11418,0.384998613169,0.381111111111
beat_opponent,11418,0.178658919568,0.142857142857
becoming,11418,0.796295233592,0.733341786419
becoming_a_member,11418,0.367800192532,0.333333333333
becoming_attached,11418,0.399526911175,0.381879543094
becoming_aware,11418,0.379368693742,0.348053277132
becoming_detached,11418,0.360785825381,0.357142857143
becoming_separated,11418,1e-08,1e-08
becoming_silent,11418,0.807138318983,0.816326530612
becoming_visible,11418,0.754178672603,0.746977547496
behind_the_scenes,11418,0.123778021759,0.125874125874
being_active,11418,1e-08,1e-08
being_at_risk,11418,0.572477694932,0.553549939832
being_attached,11418,0.239659996042,0.252100840336
being_detached,11418,0.97744140415,0.928571428571
being_dry,11418,1e-08,1e-08
being_employed,11418,0.234839599788,0.245674300254
being_in_category,11418,0.547066516954,0.5
being_in_control,11418,0.323251521724,0.321347031963
being_in_effect,11418,0.0746872040371,0.0896118721461
being_in_operation,11418,0.295557698173,0.285714285714
being_incarcerated,11418,1.0,1.0
being_located,11418,0.601901647003,0.520707204815
being_named,11418,0.308614409795,0.321031746032
being_necessary,11418,0.210234134002,0.218518518519
being_obligated,11418,0.856091970343,0.803149606299
being_obligatory,11418,1e-08,1e-08
being_operational,11418,0.352842636458,0.349206349206
being_strong,11418,1e-08,1e-08
being_wet,11418,1e-08,1e-08
besieging,11418,0.0467100656388,0.0408163265306
beyond_compare,11418,1e-08,1e-08
biological_mechanisms,11418,0.407042023334,0.383408071749
biological_urge,11418,1e-08,1e-08
board_vehicle,11418,1e-08,1e-08
body_decoration,11418,1e-08,1e-08
body_description_holistic,11418,1e-08,1e-08
body_description_part,11418,1e-08,1e-08
body_mark,11418,0.948335191696,0.928571428571
body_movement,11418,0.084280765969,0.0791122898266
body_parts,11418,1e-08,1e-08
bond_maturation,11418,1e-08,1e-08
borrowing,11418,1e-08,1e-08
boundary,11418,1e-08,1e-08
bragging,11418,0.87671822567,0.859494109494
breaking_apart,11418,0.43833121673,0.400568181818
breaking_off,11418,0.746985303,0.711363636364
breathing,11418,0.952419557615,0.928571428571
bringing,11418,0.684431668119,0.625810331507
building,11418,0.151774849743,0.144279553526
building_subparts,11418,1e-08,1e-08
buildings,11418,0.017489960443,0.0384615384615
bungling,11418,1e-08,1e-08
burying,11418,0.903868262316,0.871428571429
businesses,11418,1e-08,1e-08
calendric_unit,11418,0.0610013041023,0.047619047619
candidness,11418,1e-08,1e-08
capability,11418,1e-08,1e-08
capacity,11418,1e-08,1e-08
capital_stock,11418,1e-08,1e-08
cardinal_numbers,11418,0.0342207884851,0.0441176470588
catastrophe,11418,0.350448270391,0.319852941176
categorization,11418,0.531398084068,0.4503591145
causation,11418,0.186410825773,0.173542789019
cause_change,11418,0.417960298283,0.363321892635
cause_change_of_consistency,11418,0.347693649043,0.36
cause_change_of_phase,11418,0.0755640544982,0.0714285714286
cause_change_of_position_on_a_scale,11418,0.480127902481,0.473059360731
cause_change_of_strength,11418,0.823189326059,0.798369870714
cause_emotion,11418,1e-08,1e-08
cause_expansion,11418,0.787182869152,0.785714285714
cause_harm,11418,0.193427965687,0.217086834734
cause_impact,11418,0.412784085527,0.374149659864
cause_motion,11418,0.235301788965,0.206415348223
cause_temperature_change,11418,1e-08,1e-08
cause_to_amalgamate,11418,0.431016368177,0.423990885417
cause_to_be_dry,11418,1e-08,1e-08
cause_to_be_included,11418,0.65689998983,0.616556029931
cause_to_be_sharp,11418,0.884930351496,0.857142857143
cause_to_be_wet,11418,0.796735207272,0.785714285714
cause_to_continue,11418,0.31235908306,0.302450228679
cause_to_end,11418,0.253237308242,0.24753722795
cause_to_experience,11418,0.111398961145,0.16875
cause_to_fragment,11418,0.744465958078,0.749190938511
cause_to_land,11418,1e-08,1e-08
cause_to_make_noise,11418,0.219585520892,0.209429824561
cause_to_make_progress,11418,0.752650772547,0.772388059701
cause_to_move_in_place,11418,0.631015240982,0.58795620438
cause_to_perceive,11418,0.43932278468,0.413916610048
cause_to_resume,11418,0.402583983676,0.357142857143
cause_to_start,11418,0.337523310365,0.313798234803
ceasing_to_be,11418,0.573072869298,0.571428571429
certainty,11418,0.0903168080939,0.0775862068966
change_direction,11418,0.252135599116,0.210059171598
change_event_duration,11418,1e-08,1e-08
change_event_time,11418,1e-08,1e-08
change_of_consistency,11418,0.802971390079,0.783755274262
change_of_leadership,11418,0.243532910906,0.218864908074
change_of_phase,11418,1e-08,1e-08
change_of_quantity_of_possession,11418,0.175325732528,0.181034482759
change_of_temperature,11418,0.104678053608,0.111111111111
change_operational_state,11418,0.666246212531,0.614285714286
change_position_on_a_scale,11418,0.27837481549,0.267665249443
change_posture,11418,1e-08,1e-08
change_resistance,11418,1e-08,1e-08
change_tool,11418,0.00963658647452,0.0242424242424
chaos,11418,0.070406961428,0.0714285714286
chatting,11418,0.35391520341,0.357142857143
chemical-sense_description,11418,0.564699029878,0.46875
choosing,11418,0.622067312002,0.570964424464
circumscribed_existence,11418,0.293985846344,0.306167400881
claim_ownership,11418,1e-08,1e-08
clarity_of_resolution,11418,1e-08,1e-08
clemency,11418,1e-08,1e-08
closure,11418,0.508258025667,0.496053853296
clothing,11418,0.214180097842,0.175516224189
clothing_parts,11418,0.368051355446,0.357142857143
cogitation,11418,0.172844156811,0.16960758186
coincidence,11418,0.0361912938828,0.0571428571429
collaboration,11418,0.260744407414,0.215053763441
colonization,11418,1e-08,1e-08
color,11418,1e-08,1e-08
color_qualities,11418,1e-08,1e-08
come_down_with,11418,0.412578021931,0.376811594203
come_into_effect,11418,0.337990742118,0.344562647754
come_together,11418,0.183308532034,0.198857736241
coming_to_be,11418,0.715778460386,0.675181717457
coming_to_believe,11418,0.564496766542,0.55701369895
coming_up_with,11418,0.369467542478,0.37044539183
commemorative,11418,1e-08,1e-08
commerce_scenario,11418,1e-08,1e-08
commitment,11418,0.545146651821,0.476735326496
committing_crime,11418,0.635148867715,0.621510673235
commonality,11418,0.719325013331,0.714285714286
communicate_categorization,11418,0.472234826958,0.480268543476
communication,11418,0.307580782872,0.285561688122
communication_manner,11418,0.271609667516,0.259857478345
communication_means,11418,1e-08,1e-08
communication_noise,11418,1e-08,1e-08
communication_response,11418,0.33445429035,0.342857142857
commutation,11418,1e-08,1e-08
commutative_process,11418,1e-08,1e-08
commutative_statement,11418,1e-08,1e-08
compatibility,11418,0.145690101332,0.142857142857
competition,11418,0.166801993453,0.161538461538
complaining,11418,0.0344140937626,0.047619047619
completeness,11418,1e-08,1e-08
compliance,11418,0.559125166547,0.501979414093
concessive,11418,1e-08,1e-08
condition_symptom_relation,11418,0.347731394719,0.336681303481
conduct,11418,1e-08,1e-08
conferring_benefit,11418,0.732216505745,0.714285714286
confronting_problem,11418,0.63404313608,0.621495327103
connecting_architecture,11418,0.0316674356489,0.047619047619
connectors,11418,0.385259038009,0.369817073171
conquering,11418,0.696390336729,0.648252688172
contacting,11418,0.0411920308232,0.0522875816993
containers,11418,0.259451105048,0.254312015504
containing,11418,0.670383942071,0.637998379094
contingency,11418,0.506172287285,0.462416598117
continued_state_of_affairs,11418,1e-08,1e-08
contrition,11418,0.513275314923,0.466666666667
control,11418,0.742389117549,0.647609819121
controller_object,11418,1e-08,1e-08
convey_importance,11418,0.748296605502,0.712166172107
cooking_creation,11418,0.726257960468,0.684952978056
correctness,11418,1e-08,1e-08
corroding,11418,1e-08,1e-08
corroding_caused,11418,1e-08,1e-08
cotheme,11418,0.340310320168,0.357142857143
court_examination,11418,1e-08,1e-08
craft,11418,0.64904265795,0.65289648623
create_physical_artwork,11418,0.102514098847,0.0962893081761
create_representation,11418,0.442629417865,0.428571428571
creating,11418,0.750463440713,0.714460784314
criminal_investigation,11418,0.335090467411,0.327622014538
