frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
none,0.0407771751767,0.0666666666667,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
people,0.0,0.0,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
studying,0.530004000823,0.4,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
travel,0.120387372879,0.133333333333,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
scrutiny,0.520153600902,0.533333333333,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
expertise,0.12218267863,0.133333333333,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
cogitation,0.0167000884197,0.0666666666667,VID-229126,"Christopher Colles (who was familiar with the Bridgewater Canal) surveyed the Mohawk Valley, and made a presentation to the New York state legislature in 1784, proposing a shorter canal from Lake Ontario.",surveyed
building,0.0,0.0,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
containing,0.0,0.0,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
appointing,0.0,0.0,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
cause_to_start,0.176185615701,0.266666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
creating,0.900093636106,0.733333333333,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
manufacturing,0.103045517282,0.0666666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
people,0.0257318915922,0.0666666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
causation,0.125194233904,0.133333333333,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
none,0.0,0.0,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
coming_up_with,0.0344358652444,0.0666666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
cogitation,0.0344358652444,0.0666666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
type,0.0,0.0,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
intentionally_create,0.320814748268,0.266666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
change_of_leadership,0.0344358652444,0.0666666666667,VID-221351,"The erosion is both downward, deepening the valley, and headward, extending the valley into the hillside, creating head cuts and steep banks.",creating
none,0.0668286425665,0.0666666666667,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
categorization,0.190239271103,0.333333333333,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
text_creation,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
being_employed,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
studying,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
regard,0.280327980753,0.266666666667,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
perception_active,0.0272968165477,0.0666666666667,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
scrutiny,0.0638269524248,0.133333333333,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
grasp,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
assessing,0.123574796368,0.133333333333,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
communication,0.144095142084,0.133333333333,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
communication_manner,0.0272968165477,0.0666666666667,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
opinion,0.33708974848,0.266666666667,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
cogitation,0.362665529862,0.333333333333,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
criminal_investigation,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
gizmo,0.0,0.0,VID-300284,The share of people who considered themselves irreligious rose from 5% in 1950 to 70% in 1989.,considered
none,0.107090044371,0.133333333333,VID-249546,"A supporter of Andrew Jackson, Key, in 1829 assisted in the prosecution of Tobias Watkins, former U.S.Treasury auditor under former President John Quincy Adams for misappropriating public monies.",misappropriating
conquering,0.196114070105,0.266666666667,VID-249546,"A supporter of Andrew Jackson, Key, in 1829 assisted in the prosecution of Tobias Watkins, former U.S.Treasury auditor under former President John Quincy Adams for misappropriating public monies.",misappropriating
people,0.0549416997697,0.133333333333,VID-249546,"A supporter of Andrew Jackson, Key, in 1829 assisted in the prosecution of Tobias Watkins, former U.S.Treasury auditor under former President John Quincy Adams for misappropriating public monies.",misappropriating
theft,0.693968641067,0.533333333333,VID-249546,"A supporter of Andrew Jackson, Key, in 1829 assisted in the prosecution of Tobias Watkins, former U.S.Treasury auditor under former President John Quincy Adams for misappropriating public monies.",misappropriating
people_by_morality,0.0498350167609,0.133333333333,VID-249546,"A supporter of Andrew Jackson, Key, in 1829 assisted in the prosecution of Tobias Watkins, former U.S.Treasury auditor under former President John Quincy Adams for misappropriating public monies.",misappropriating
none,0.107015371034,0.133333333333,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
being_named,0.10884050075,0.0666666666667,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
communication,0.132234797481,0.133333333333,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
reporting,0.205985902625,0.133333333333,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
remembering_experience,0.177549300642,0.2,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
explaining_the_facts,0.315572323887,0.2,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
communicate_categorization,0.235122183411,0.333333333333,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
membership,0.0,0.0,VID-046310,"Kuhn described his new compound as a 'thymoleptic' 'taking hold of the emotions,' in contrast with neuroleptics, 'taking hold of the nerves' in 1955-56.",described
