,output.FrameType,aqs,aqs_initial
abandonment,10854,0.129909147993,0.102380952381
abounding_with,10854,0.254689226722,0.202857142857
absorb_heat,10854,0.185739750348,0.151315789474
abundance,10854,0.877207961128,0.86038961039
abusing,10854,0.990030699488,0.933333333333
accomplishment,10854,0.731393022301,0.661040787623
accoutrements,10854,0.0489229200051,0.0714285714286
accuracy,10854,1e-08,1e-08
achieving_first,10854,0.101371746191,0.133487654321
active_substance,10854,1e-08,1e-08
activity_finish,10854,0.237250910619,0.214285714286
activity_ongoing,10854,0.79520224834,0.702206596924
activity_pause,10854,1e-08,1e-08
activity_prepare,10854,0.533723274713,0.5
activity_ready_state,10854,1e-08,1e-08
activity_resume,10854,0.295176976684,0.25
activity_start,10854,0.377427340239,0.285714285714
activity_stop,10854,0.564924283199,0.543123543124
actually_occurring_entity,10854,1e-08,1e-08
adding_up,10854,0.0429191533061,0.0285714285714
adducing,10854,1e-08,1e-08
adjusting,10854,0.565248163101,0.490577149588
adopt_selection,10854,0.702696387147,0.612224448898
aesthetics,10854,1e-08,1e-08
affirm_or_deny,10854,0.735927778851,0.726923076923
age,10854,1e-08,1e-08
aggregate,10854,0.181320675704,0.140410958904
aging,10854,1e-08,1e-08
agree_or_refuse_to_act,10854,0.531239842318,0.503751339764
aiming,10854,0.105725020167,0.119402985075
altered_phase,10854,1e-08,1e-08
alternatives,10854,0.0708850793805,0.0990689013035
amalgamation,10854,0.451827137358,0.394137596899
amassing,10854,0.753725406872,0.785714285714
ambient_temperature,10854,1e-08,1e-08
ammunition,10854,0.415182138342,0.415584415584
amounting_to,10854,0.357799502386,0.320864714934
annoyance,10854,0.52386523781,0.428571428571
appeal,10854,0.188705267211,0.183673469388
appellations,10854,0.00938207281866,0.0340909090909
apply_heat,10854,0.555143122004,0.483146067416
appointing,10854,0.780099991293,0.677538631347
architectural_part,10854,0.85451275278,0.821100917431
arranging,10854,0.619335316809,0.548872785829
arriving,10854,0.654371970054,0.599778995757
artificiality,10854,1e-08,1e-08
artistic_style,10854,1e-08,1e-08
assemble,10854,0.654674796798,0.578562353562
assessing,10854,0.321222633869,0.26642776982
assistance,10854,0.0472460338655,0.0413105413105
attaching,10854,0.661917413307,0.575717588423
attack,10854,0.391929275822,0.355323505324
attempt,10854,0.38326217584,0.320588235294
attempt_means,10854,0.381483763867,0.357142857143
attempt_suasion,10854,0.278848682369,0.258919469929
attending,10854,1e-08,1e-08
attention,10854,0.14699590179,0.0909090909091
attention_getting,10854,1e-08,1e-08
