frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
building,0.0591630645025,0.0666666666667,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
none,0.0,0.0,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
employing,0.0,0.0,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
coming_up_with,0.1030585354,0.133333333333,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
manufacturing,0.0730807055093,0.0666666666667,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
people,0.0,0.0,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
subordinates_and_superiors,0.0,0.0,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
communicate_categorization,0.0710731876586,0.133333333333,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
exemplar,0.428116309654,0.333333333333,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
reshaping,0.230096203481,0.2,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
cause_to_start,0.0270620727864,0.0666666666667,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
cause_to_perceive,0.0,0.0,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
imitating,0.0875152112762,0.0666666666667,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
representing,0.381490399481,0.333333333333,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
create_physical_artwork,0.0862251372889,0.133333333333,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
gizmo,0.0270620727864,0.0666666666667,VID-030967,"In crystallographic studies, hydrolysis transition states are modeled by the bound vanadate ion.",modeled
none,0.0622217163707,0.0666666666667,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
experiencer_obj,0.0,0.0,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
people,0.0,0.0,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
corroding,0.0,0.0,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
food,0.775123145353,0.666666666667,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
cause_to_amalgamate,0.0299872216906,0.0666666666667,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
undergo_change,0.098166005389,0.2,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
cause_change,0.0,0.0,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
corroding_caused,0.0270705511041,0.0666666666667,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
damaging,0.0,0.0,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
ingestion,0.179935661877,0.2,VID-016269,"Salt cod is a staple food eaten by itself and used in stews, casseroles and soups.",eaten
none,0.23466058715,0.2,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
experiencer_obj,0.272307206901,0.266666666667,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
point_of_dispute,0.194753474893,0.333333333333,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
performers_and_roles,0.10522533302,0.133333333333,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
topic,0.0,0.0,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
emotion_directed,0.235072051491,0.2,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
feeling,0.401755972757,0.333333333333,VID-252003,The feeling of freedom from American racial discrimination amazed Douglass: Eleven days and a half gone and I have crossed three thousand miles of the perilous deep.,amazed
none,0.143701169361,0.133333333333,VID-186237,"As the party's Secretary General in the 1950s, Deng presided over anti-rightist campaigns and became instrumental in China's economic reconstruction following the Great Leap Forward of 1957-1960.",presided
leadership,0.542197247498,0.6,VID-186237,"As the party's Secretary General in the 1950s, Deng presided over anti-rightist campaigns and became instrumental in China's economic reconstruction following the Great Leap Forward of 1957-1960.",presided
people,0.0261958013706,0.0666666666667,VID-186237,"As the party's Secretary General in the 1950s, Deng presided over anti-rightist campaigns and became instrumental in China's economic reconstruction following the Great Leap Forward of 1957-1960.",presided
being_employed,0.371370806323,0.333333333333,VID-186237,"As the party's Secretary General in the 1950s, Deng presided over anti-rightist campaigns and became instrumental in China's economic reconstruction following the Great Leap Forward of 1957-1960.",presided
none,0.160141993477,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
people,0.0122130744992,0.0666666666667,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
getting,0.0,0.0,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
hiring,0.0584907957458,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
measure_volume,0.156233517903,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
locative_relation,0.1593481592,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
theft,0.0875117931196,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
conquering,0.156704363541,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
earnings_and_losses,0.17824446751,0.2,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
quitting,0.303796315579,0.266666666667,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
people_by_morality,0.0277504360545,0.0666666666667,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
quantity,0.0884183993412,0.133333333333,VID-024593,"Allies within the capital opened the gates for him on August24, and for three days his troops sacked the city.",sacked
cause_change,0.0580727308554,0.133333333333,VID-224255,Her brother's story was to become the inspiration for 'Wuthering Heights'.,become
becoming,0.880245172088,0.8,VID-224255,Her brother's story was to become the inspiration for 'Wuthering Heights'.,become
undergo_change,0.149468522974,0.2,VID-224255,Her brother's story was to become the inspiration for 'Wuthering Heights'.,become
none,0.0,0.0,VID-224255,Her brother's story was to become the inspiration for 'Wuthering Heights'.,become
confronting_problem,0.238522477271,0.266666666667,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
part_inner_outer,0.0582789470958,0.0666666666667,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
change_direction,0.160595916785,0.133333333333,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
part_orientational,0.112292573815,0.133333333333,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
abounding_with,0.0889971461822,0.0666666666667,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
filling,0.0876471487971,0.133333333333,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
cause_to_move_in_place,0.0,0.0,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
being_located,0.0622022289404,0.0666666666667,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
undergo_change,0.0591630645025,0.0666666666667,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
none,0.0,0.0,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
cause_change,0.148160210685,0.133333333333,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
body_movement,0.152716154313,0.2,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
cause_to_perceive,0.0892643017268,0.133333333333,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
posture,0.21036459354,0.2,VID-108617,"On taking office, Reagan was faced with the same decision as Carter before: whether to continue with the B-1 for the short term, or to wait for the development of the ATB, a much more advanced aircraft.",faced
have_as_requirement,0.188791153533,0.133333333333,VID-069853,"Britain's decision to devalue the British Honduras dollar in 1949 worsened economic conditions and led to the creation of the People's Committee, which demanded independence.",demanded
required_event,0.177346687887,0.2,VID-069853,"Britain's decision to devalue the British Honduras dollar in 1949 worsened economic conditions and led to the creation of the People's Committee, which demanded independence.",demanded
people,0.0589573032003,0.133333333333,VID-069853,"Britain's decision to devalue the British Honduras dollar in 1949 worsened economic conditions and led to the creation of the People's Committee, which demanded independence.",demanded
imposing_obligation,0.280813842987,0.266666666667,VID-069853,"Britain's decision to devalue the British Honduras dollar in 1949 worsened economic conditions and led to the creation of the People's Committee, which demanded independence.",demanded
