frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
none,0.037041245345,0.0666666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
employing,0.0298155790608,0.0666666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
detaining,0.335969809782,0.266666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
getting,0.099099554907,0.2,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
manipulation,0.0170768180886,0.0666666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
people,0.0298155790608,0.0666666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
hunting_success_or_failure,0.170325238874,0.2,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
inhibit_movement,0.447651260787,0.333333333333,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
gizmo,0.0181663823359,0.0666666666667,VID-017274,The alpha particle is trapped in a potential well by the nucleus.,trapped
being_attached,0.281422063616,0.333333333333,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
eventive_cognizer_affecting,0.0733900405576,0.0666666666667,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
cause_to_end,0.0,0.0,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
ingredients,0.0,0.0,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
assistance,0.0,0.0,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
becoming_attached,0.16217130285,0.133333333333,VID-103489,"The standard simply provides a shorthand way of claiming that certain specifications are met, while encouraging manufacturers to adhere to a common method for such a specification.",adhere
