frame,fss_sent_centric,fss_sent_centric_initial,sent_id,sentence,word
containing,0.0,0.0,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
people,0.0360155764534,0.0666666666667,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
request,0.0,0.0,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
expectation,0.0266952099247,0.0666666666667,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
state_of_entity,0.124847932569,0.266666666667,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
none,0.0,0.0,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
opinion,0.0807997654754,0.0666666666667,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
feeling,0.16410119407,0.133333333333,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
biological_urge,0.0266952099247,0.0666666666667,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
cause_motion,0.0,0.0,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
desiring,0.875152067431,0.733333333333,VID-025869,"The Egyptians, as compensation for their aid, desired to annex Judea to their country, but considerations touching the resident Egyptian Jews, who were the main support of her throne, induced Cleopatra to modify her longings for conquest.",desired
building,0.0,0.0,VID-250983,In fact the title of Constantijn Huygens' first publication imitated Aguilon's title (omitting letters p and c): Otiorum Libri Sex (1625).,imitated
none,0.0,0.0,VID-250983,In fact the title of Constantijn Huygens' first publication imitated Aguilon's title (omitting letters p and c): Otiorum Libri Sex (1625).,imitated
