,output.FrameType,aqs,aqs_initial
abandonment,9177,0.211827548953,0.182352941176
abounding_with,9177,0.168796716921,0.0949227373068
absorb_heat,9177,0.155259268391,0.192307692308
abundance,9177,0.938689029192,0.790697674419
abusing,9177,0.880177119528,0.712574850299
accomplishment,9177,0.285074109923,0.214743589744
accoutrements,9177,0.0836023171022,0.142857142857
accuracy,9177,1e-08,1e-08
achieving_first,9177,0.219674255856,0.199016203704
active_substance,9177,1e-08,1e-08
activity_finish,9177,1e-08,1e-08
activity_ongoing,9177,0.520686510082,0.401168699187
activity_pause,9177,1e-08,1e-08
activity_prepare,9177,0.0578267278598,0.0952380952381
activity_ready_state,9177,1e-08,1e-08
activity_resume,9177,0.237530690291,0.229372937294
activity_start,9177,1e-08,1e-08
activity_stop,9177,0.280258278674,0.258865248227
actually_occurring_entity,9177,1e-08,1e-08
adding_up,9177,0.0907706203119,0.0571428571429
adducing,9177,0.0967620281131,0.179347826087
adjusting,9177,0.338049318512,0.324105145414
adopt_selection,9177,0.483833350722,0.337934560327
aesthetics,9177,1e-08,1e-08
affirm_or_deny,9177,1e-08,1e-08
age,9177,1e-08,1e-08
aggregate,9177,0.0870568612855,0.05
aging,9177,0.914350434268,0.757097791798
agree_or_refuse_to_act,9177,1e-08,1e-08
aiming,9177,1e-08,1e-08
altered_phase,9177,1e-08,1e-08
alternatives,9177,1e-08,1e-08
amalgamation,9177,0.293728290861,0.281349206349
amassing,9177,0.455133941143,0.357142857143
ambient_temperature,9177,1e-08,1e-08
ammunition,9177,1e-08,1e-08
amounting_to,9177,0.200931286471,0.173684210526
annoyance,9177,1e-08,1e-08
appeal,9177,0.317106382924,0.218944099379
appellations,9177,0.0215262931354,0.0769230769231
apply_heat,9177,1e-08,1e-08
appointing,9177,0.360974057372,0.306828855395
architectural_part,9177,1e-08,1e-08
arranging,9177,0.428409015933,0.340223665224
arriving,9177,0.557149502758,0.361881977671
artificiality,9177,1e-08,1e-08
artistic_style,9177,1e-08,1e-08
assemble,9177,0.37833171625,0.295127353267
assessing,9177,0.172423103691,0.142652376449
assistance,9177,0.156932920698,0.109047619048
attaching,9177,0.667435566863,0.536599602583
attack,9177,0.482433687853,0.339664613279
attempt,9177,0.727553587815,0.550877192982
attempt_means,9177,0.5809996126,0.465534979424
attempt_suasion,9177,0.359219597883,0.233908045977
attending,9177,0.0327375105839,0.0833333333333
attention,9177,1e-08,1e-08
attention_getting,9177,1e-08,1e-08
attributed_information,9177,0.205498407475,0.214285714286
authority,9177,1e-08,1e-08
avoiding,9177,0.791120676431,0.559333333333
awareness,9177,0.313122606991,0.263218390805
awareness_status,9177,1e-08,1e-08
bail_decision,9177,1e-08,1e-08
be_in_agreement_on_action,9177,1e-08,1e-08
be_in_agreement_on_assessment,9177,0.291453217519,0.260986066452
be_on_alert,9177,1e-08,1e-08
be_subset_of,9177,1e-08,1e-08
be_translation_equivalent,9177,1e-08,1e-08
bearing_arms,9177,1e-08,1e-08
beat_opponent,9177,1e-08,1e-08
becoming,9177,0.804253272598,0.664950248756
becoming_a_member,9177,0.391929434841,0.280423280423
becoming_attached,9177,0.138280670883,0.131826741996
becoming_aware,9177,0.52198795432,0.350810562683
becoming_detached,9177,1e-08,1e-08
becoming_separated,9177,1e-08,1e-08
becoming_silent,9177,1e-08,1e-08
becoming_visible,9177,1e-08,1e-08
behind_the_scenes,9177,0.0978794054475,0.117313915858
being_active,9177,1e-08,1e-08
being_at_risk,9177,0.264562787198,0.231818181818
being_attached,9177,0.0675573905758,0.0714285714286
being_detached,9177,1e-08,1e-08
being_dry,9177,1e-08,1e-08
being_employed,9177,0.116681685238,0.125536480687
being_in_category,9177,0.111648704884,0.101351351351
being_in_control,9177,1e-08,1e-08
being_in_effect,9177,0.0283049468487,0.0564516129032
being_in_operation,9177,0.371165618548,0.263440860215
being_incarcerated,9177,1e-08,1e-08
being_located,9177,0.249952108431,0.256714060032
being_named,9177,0.623271776884,0.547474747475
being_necessary,9177,0.572786433989,0.389685534591
being_obligated,9177,1e-08,1e-08
being_obligatory,9177,1e-08,1e-08
being_operational,9177,1e-08,1e-08
being_strong,9177,1e-08,1e-08
being_wet,9177,1e-08,1e-08
besieging,9177,0.0429207864576,0.0714285714286
beyond_compare,9177,1e-08,1e-08
biological_mechanisms,9177,1e-08,1e-08
biological_urge,9177,0.0751933674142,0.125730994152
board_vehicle,9177,0.00769625793167,0.030612244898
body_decoration,9177,1e-08,1e-08
body_description_holistic,9177,1e-08,1e-08
body_description_part,9177,1e-08,1e-08
body_mark,9177,0.0325880701524,0.0714285714286
body_movement,9177,0.275946932996,0.253440285205
body_parts,9177,1e-08,1e-08
bond_maturation,9177,1e-08,1e-08
borrowing,9177,1e-08,1e-08
boundary,9177,1e-08,1e-08
bragging,9177,0.368408966519,0.354838709677
breaking_apart,9177,0.198368754496,0.142857142857
breaking_off,9177,0.152796366656,0.107142857143
breathing,9177,0.655786956183,0.428571428571
bringing,9177,0.432690345937,0.389623096202
building,9177,0.321586010687,0.203377140493
building_subparts,9177,1e-08,1e-08
buildings,9177,0.313504441136,0.278378378378
bungling,9177,1e-08,1e-08
burying,9177,1e-08,1e-08
businesses,9177,1e-08,1e-08
calendric_unit,9177,1e-08,1e-08
candidness,9177,1e-08,1e-08
capability,9177,0.139152307539,0.172839506173
capacity,9177,1e-08,1e-08
capital_stock,9177,1e-08,1e-08
cardinal_numbers,9177,1e-08,1e-08
catastrophe,9177,0.0536579987311,0.0714285714286
categorization,9177,0.118979309213,0.116497103292
causation,9177,0.173441795703,0.16928866164
cause_change,9177,0.191048572146,0.134462696996
cause_change_of_consistency,9177,0.487986148088,0.461538461538
cause_change_of_phase,9177,0.030540230528,0.0961538461538
cause_change_of_position_on_a_scale,9177,0.179896671188,0.102083333333
